,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
377,23-24,1,16,0,16,24,25,1,0.64,0.64,0.95,0.8
378,23-24,3,22,0,22,22,23,1,0.96,0.96,0.95,0.8
379,23-24,10,12,0,12,12,20,1,0.6,0.6,0.95,0.8
380,24-25,0.1,6,11,17,22,23,0.35,0.74,0.26,0.95,0.8
381,24-25,0.3,2,1,3,19,20,0.67,0.15,0.1,0.95,0.8
382,24-25,1,13,6,19,20,20,0.68,0.95,0.65,0.95,0.8
383,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.95,0.8
384,24-25,10,8,0,8,13,25,1,0.32,0.32,0.95,0.8
385,25-26,0.1,0,0,0,27,35,0,0,0,0.95,0.8
386,25-26,0.3,0,0,0,23,27,0,0,0,0.95,0.8
387,25-26,1,6,37,43,16,19,0.14,2.26,0.32,0.95,0.8
388,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.95,0.8
389,25-26,10,0,0,0,2,18,0,0,0,0.95,0.8
390,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.7
391,20-21,0.3,23,0,23,23,23,1,1,1,0.95,0.7
392,20-21,1,20,0,20,20,20,1,1,1,0.95,0.7
393,20-21,3,17,0,17,17,19,1,0.89,0.89,0.95,0.7
394,20-21,10,11,0,11,11,16,1,0.69,0.69,0.95,0.7
395,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.95,0.7
396,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.95,0.7
397,21-22,1,21,0,21,21,22,1,0.95,0.95,0.95,0.7
398,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.95,0.7
399,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.95,0.7
400,22-23,0.1,17,53,70,19,20,0.24,3.5,0.85,0.95,0.7
401,22-23,0.3,34,0,34,37,37,1,0.92,0.92,0.95,0.7
402,22-23,1,19,0,19,20,21,1,0.9,0.9,0.95,0.7
403,22-23,3,20,1,21,20,21,0.95,1,0.95,0.95,0.7
404,22-23,10,14,0,14,14,21,1,0.67,0.67,0.95,0.7
405,23-24,0.1,6,37,43,17,19,0.14,2.26,0.32,0.95,0.7
406,23-24,0.3,6,1,7,26,26,0.86,0.27,0.23,0.95,0.7
407,23-24,1,19,0,19,24,25,1,0.76,0.76,0.95,0.7
408,23-24,3,22,0,22,22,23,1,0.96,0.96,0.95,0.7
409,23-24,10,12,0,12,12,20,1,0.6,0.6,0.95,0.7
410,24-25,0.1,6,11,17,22,23,0.35,0.74,0.26,0.95,0.7
411,24-25,0.3,2,1,3,19,20,0.67,0.15,0.1,0.95,0.7
412,24-25,1,14,6,20,20,20,0.7,1,0.7,0.95,0.7
413,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.95,0.7
414,24-25,10,8,0,8,13,25,1,0.32,0.32,0.95,0.7
415,25-26,0.1,0,0,0,27,35,0,0,0,0.95,0.7
416,25-26,0.3,1,0,1,23,27,1,0.04,0.04,0.95,0.7
417,25-26,1,8,49,57,16,19,0.14,3,0.42,0.95,0.7
418,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.95,0.7
419,25-26,10,0,0,0,2,18,0,0,0,0.95,0.7
420,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.6
421,20-21,0.3,23,0,23,23,23,1,1,1,0.95,0.6
422,20-21,1,20,0,20,20,20,1,1,1,0.95,0.6
423,20-21,3,17,0,17,17,19,1,0.89,0.89,0.95,0.6
424,20-21,10,11,0,11,11,16,1,0.69,0.69,0.95,0.6
425,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.95,0.6
426,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.95,0.6
427,21-22,1,21,0,21,21,22,1,0.95,0.95,0.95,0.6
428,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.95,0.6
429,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.95,0.6
430,22-23,0.1,17,53,70,19,20,0.24,3.5,0.85,0.95,0.6
431,22-23,0.3,34,0,34,37,37,1,0.92,0.92,0.95,0.6
432,22-23,1,19,0,19,20,21,1,0.9,0.9,0.95,0.6
433,22-23,3,20,1,21,20,21,0.95,1,0.95,0.95,0.6
434,22-23,10,14,0,14,14,21,1,0.67,0.67,0.95,0.6
435,23-24,0.1,6,37,43,17,19,0.14,2.26,0.32,0.95,0.6
436,23-24,0.3,6,1,7,26,26,0.86,0.27,0.23,0.95,0.6
437,23-24,1,20,0,20,24,25,1,0.8,0.8,0.95,0.6
438,23-24,3,22,0,22,22,23,1,0.96,0.96,0.95,0.6
439,23-24,10,12,0,12,12,20,1,0.6,0.6,0.95,0.6
440,24-25,0.1,6,11,17,22,23,0.35,0.74,0.26,0.95,0.6
441,24-25,0.3,2,1,3,19,20,0.67,0.15,0.1,0.95,0.6
442,24-25,1,17,10,27,20,20,0.63,1.35,0.85,0.95,0.6
443,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.95,0.6
444,24-25,10,8,0,8,13,25,1,0.32,0.32,0.95,0.6
445,25-26,0.1,0,0,0,27,35,0,0,0,0.95,0.6
446,25-26,0.3,1,0,1,23,27,1,0.04,0.04,0.95,0.6
447,25-26,1,9,67,76,16,19,0.12,4,0.47,0.95,0.6
448,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.95,0.6
449,25-26,10,0,0,0,2,18,0,0,0,0.95,0.6
450,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.5
451,20-21,0.3,23,0,23,23,23,1,1,1,0.95,0.5
452,20-21,1,20,1,21,20,20,0.95,1.05,1,0.95,0.5
453,20-21,3,17,0,17,17,19,1,0.89,0.89,0.95,0.5
454,20-21,10,11,0,11,11,16,1,0.69,0.69,0.95,0.5
455,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.95,0.5
456,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.95,0.5
457,21-22,1,21,0,21,21,22,1,0.95,0.95,0.95,0.5
458,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.95,0.5
459,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.95,0.5
460,22-23,0.1,17,53,70,19,20,0.24,3.5,0.85,0.95,0.5
461,22-23,0.3,34,0,34,37,37,1,0.92,0.92,0.95,0.5
462,22-23,1,20,0,20,20,21,1,0.95,0.95,0.95,0.5
463,22-23,3,20,1,21,20,21,0.95,1,0.95,0.95,0.5
464,22-23,10,14,0,14,14,21,1,0.67,0.67,0.95,0.5
465,23-24,0.1,6,37,43,17,19,0.14,2.26,0.32,0.95,0.5
466,23-24,0.3,6,1,7,26,26,0.86,0.27,0.23,0.95,0.5
467,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.95,0.5
468,23-24,3,22,0,22,22,23,1,0.96,0.96,0.95,0.5
469,23-24,10,12,0,12,12,20,1,0.6,0.6,0.95,0.5
470,24-25,0.1,6,11,17,22,23,0.35,0.74,0.26,0.95,0.5
471,24-25,0.3,2,1,3,19,20,0.67,0.15,0.1,0.95,0.5
472,24-25,1,20,19,39,20,20,0.51,1.95,1,0.95,0.5
473,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.95,0.5
474,24-25,10,8,0,8,13,25,1,0.32,0.32,0.95,0.5
475,25-26,0.1,0,0,0,27,35,0,0,0,0.95,0.5
476,25-26,0.3,2,0,2,23,27,1,0.07,0.07,0.95,0.5
477,25-26,1,13,100,113,16,19,0.12,5.95,0.68,0.95,0.5
478,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.95,0.5
479,25-26,10,0,0,0,2,18,0,0,0,0.95,0.5
480,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.4
481,20-21,0.3,23,0,23,23,23,1,1,1,0.95,0.4
482,20-21,1,20,1,21,20,20,0.95,1.05,1,0.95,0.4
483,20-21,3,17,0,17,17,19,1,0.89,0.89,0.95,0.4
484,20-21,10,11,0,11,11,16,1,0.69,0.69,0.95,0.4
485,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.95,0.4
486,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.95,0.4
487,21-22,1,21,0,21,21,22,1,0.95,0.95,0.95,0.4
488,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.95,0.4
489,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.95,0.4
490,22-23,0.1,17,53,70,19,20,0.24,3.5,0.85,0.95,0.4
491,22-23,0.3,34,0,34,37,37,1,0.92,0.92,0.95,0.4
492,22-23,1,20,0,20,20,21,1,0.95,0.95,0.95,0.4
493,22-23,3,20,1,21,20,21,0.95,1,0.95,0.95,0.4
494,22-23,10,14,0,14,14,21,1,0.67,0.67,0.95,0.4
495,23-24,0.1,6,37,43,17,19,0.14,2.26,0.32,0.95,0.4
496,23-24,0.3,6,1,7,26,26,0.86,0.27,0.23,0.95,0.4
497,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.95,0.4
498,23-24,3,22,0,22,22,23,1,0.96,0.96,0.95,0.4
499,23-24,10,12,0,12,12,20,1,0.6,0.6,0.95,0.4
500,24-25,0.1,6,11,17,22,23,0.35,0.74,0.26,0.95,0.4
501,24-25,0.3,2,1,3,19,20,0.67,0.15,0.1,0.95,0.4
502,24-25,1,20,19,39,20,20,0.51,1.95,1,0.95,0.4
503,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.95,0.4
504,24-25,10,8,0,8,13,25,1,0.32,0.32,0.95,0.4
505,25-26,0.1,0,0,0,27,35,0,0,0,0.95,0.4
506,25-26,0.3,2,0,2,23,27,1,0.07,0.07,0.95,0.4
507,25-26,1,13,100,113,16,19,0.12,5.95,0.68,0.95,0.4
508,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.95,0.4
509,25-26,10,0,0,0,2,18,0,0,0,0.95,0.4
510,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.3
511,20-21,0.3,23,0,23,23,23,1,1,1,0.95,0.3
512,20-21,1,20,1,21,20,20,0.95,1.05,1,0.95,0.3
513,20-21,3,17,0,17,17,19,1,0.89,0.89,0.95,0.3
514,20-21,10,11,0,11,11,16,1,0.69,0.69,0.95,0.3
515,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.95,0.3
516,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.95,0.3
517,21-22,1,21,0,21,21,22,1,0.95,0.95,0.95,0.3
518,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.95,0.3
519,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.95,0.3
520,22-23,0.1,17,53,70,19,20,0.24,3.5,0.85,0.95,0.3
521,22-23,0.3,35,0,35,37,37,1,0.95,0.95,0.95,0.3
522,22-23,1,20,0,20,20,21,1,0.95,0.95,0.95,0.3
523,22-23,3,20,1,21,20,21,0.95,1,0.95,0.95,0.3
524,22-23,10,14,0,14,14,21,1,0.67,0.67,0.95,0.3
525,23-24,0.1,6,37,43,17,19,0.14,2.26,0.32,0.95,0.3
526,23-24,0.3,14,3,17,26,26,0.82,0.65,0.54,0.95,0.3
527,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.95,0.3
528,23-24,3,22,0,22,22,23,1,0.96,0.96,0.95,0.3
529,23-24,10,12,0,12,12,20,1,0.6,0.6,0.95,0.3
530,24-25,0.1,6,11,17,22,23,0.35,0.74,0.26,0.95,0.3
531,24-25,0.3,9,44,53,19,20,0.17,2.65,0.45,0.95,0.3
532,24-25,1,20,19,39,20,20,0.51,1.95,1,0.95,0.3
533,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.95,0.3
534,24-25,10,8,0,8,13,25,1,0.32,0.32,0.95,0.3
535,25-26,0.1,0,0,0,27,35,0,0,0,0.95,0.3
536,25-26,0.3,8,263,271,23,27,0.03,10.04,0.3,0.95,0.3
537,25-26,1,14,100,114,16,19,0.12,6,0.74,0.95,0.3
538,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.95,0.3
539,25-26,10,0,0,0,2,18,0,0,0,0.95,0.3
540,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.2
541,20-21,0.3,23,0,23,23,23,1,1,1,0.95,0.2
542,20-21,1,20,1,21,20,20,0.95,1.05,1,0.95,0.2
543,20-21,3,17,0,17,17,19,1,0.89,0.89,0.95,0.2
544,20-21,10,11,0,11,11,16,1,0.69,0.69,0.95,0.2
545,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.95,0.2
546,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.95,0.2
547,21-22,1,21,0,21,21,22,1,0.95,0.95,0.95,0.2
548,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.95,0.2
549,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.95,0.2
550,22-23,0.1,17,53,70,19,20,0.24,3.5,0.85,0.95,0.2
551,22-23,0.3,37,1,38,37,37,0.97,1.03,1,0.95,0.2
552,22-23,1,20,0,20,20,21,1,0.95,0.95,0.95,0.2
553,22-23,3,20,1,21,20,21,0.95,1,0.95,0.95,0.2
554,22-23,10,14,0,14,14,21,1,0.67,0.67,0.95,0.2
555,23-24,0.1,6,37,43,17,19,0.14,2.26,0.32,0.95,0.2
556,23-24,0.3,20,5,25,26,26,0.8,0.96,0.77,0.95,0.2
557,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.95,0.2
558,23-24,3,22,0,22,22,23,1,0.96,0.96,0.95,0.2
559,23-24,10,12,0,12,12,20,1,0.6,0.6,0.95,0.2
560,24-25,0.1,6,11,17,22,23,0.35,0.74,0.26,0.95,0.2
561,24-25,0.3,17,121,138,19,20,0.12,6.9,0.85,0.95,0.2
562,24-25,1,20,19,39,20,20,0.51,1.95,1,0.95,0.2
563,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.95,0.2
564,24-25,10,8,0,8,13,25,1,0.32,0.32,0.95,0.2
565,25-26,0.1,1,0,1,27,35,1,0.03,0.03,0.95,0.2
566,25-26,0.3,16,696,712,23,27,0.02,26.37,0.59,0.95,0.2
567,25-26,1,14,100,114,16,19,0.12,6,0.74,0.95,0.2
568,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.95,0.2
569,25-26,10,0,0,0,2,18,0,0,0,0.95,0.2
570,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.1
571,20-21,0.3,23,0,23,23,23,1,1,1,0.95,0.1
572,20-21,1,20,1,21,20,20,0.95,1.05,1,0.95,0.1
573,20-21,3,17,0,17,17,19,1,0.89,0.89,0.95,0.1
574,20-21,10,11,0,11,11,16,1,0.69,0.69,0.95,0.1
575,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.95,0.1
576,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.95,0.1
577,21-22,1,21,0,21,21,22,1,0.95,0.95,0.95,0.1
578,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.95,0.1
579,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.95,0.1
580,22-23,0.1,17,56,73,19,20,0.23,3.65,0.85,0.95,0.1
581,22-23,0.3,37,1,38,37,37,0.97,1.03,1,0.95,0.1
582,22-23,1,20,0,20,20,21,1,0.95,0.95,0.95,0.1
583,22-23,3,20,1,21,20,21,0.95,1,0.95,0.95,0.1
584,22-23,10,14,0,14,14,21,1,0.67,0.67,0.95,0.1
585,23-24,0.1,10,61,71,17,19,0.14,3.74,0.53,0.95,0.1
586,23-24,0.3,25,13,38,26,26,0.66,1.46,0.96,0.95,0.1
587,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.95,0.1
588,23-24,3,22,0,22,22,23,1,0.96,0.96,0.95,0.1
589,23-24,10,12,0,12,12,20,1,0.6,0.6,0.95,0.1
590,24-25,0.1,16,142,158,22,23,0.1,6.87,0.7,0.95,0.1
591,24-25,0.3,18,205,223,19,20,0.08,11.15,0.9,0.95,0.1
592,24-25,1,20,19,39,20,20,0.51,1.95,1,0.95,0.1
593,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.95,0.1
594,24-25,10,8,0,8,13,25,1,0.32,0.32,0.95,0.1
595,25-26,0.1,14,506,520,27,35,0.03,14.86,0.4,0.95,0.1
596,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.95,0.1
597,25-26,1,14,100,114,16,19,0.12,6,0.74,0.95,0.1
598,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.95,0.1
599,25-26,10,0,0,0,2,18,0,0,0,0.95,0.1
600,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,1
601,20-21,0.3,23,0,23,23,23,1,1,1,0.925,1
602,20-21,1,20,0,20,20,20,1,1,1,0.925,1
603,20-21,3,17,0,17,17,19,1,0.89,0.89,0.925,1
604,20-21,10,11,0,11,11,16,1,0.69,0.69,0.925,1
605,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.925,1
606,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.925,1
607,21-22,1,21,0,21,21,22,1,0.95,0.95,0.925,1
608,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.925,1
609,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.925,1
610,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.925,1
611,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.925,1
612,22-23,1,19,0,19,20,21,1,0.9,0.9,0.925,1
613,22-23,3,20,1,21,20,21,0.95,1,0.95,0.925,1
614,22-23,10,14,0,14,14,21,1,0.67,0.67,0.925,1
615,23-24,0.1,10,45,55,17,19,0.18,2.89,0.53,0.925,1
616,23-24,0.3,13,1,14,26,26,0.93,0.54,0.5,0.925,1
617,23-24,1,10,1,11,24,25,0.91,0.44,0.4,0.925,1
618,23-24,3,22,0,22,22,23,1,0.96,0.96,0.925,1
619,23-24,10,12,0,12,12,20,1,0.6,0.6,0.925,1
620,24-25,0.1,8,29,37,22,23,0.22,1.61,0.35,0.925,1
621,24-25,0.3,5,2,7,19,20,0.71,0.35,0.25,0.925,1
622,24-25,1,12,0,12,20,20,1,0.6,0.6,0.925,1
623,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.925,1
624,24-25,10,8,0,8,13,25,1,0.32,0.32,0.925,1
625,25-26,0.1,0,0,0,27,35,0,0,0,0.925,1
626,25-26,0.3,1,0,1,23,27,1,0.04,0.04,0.925,1
627,25-26,1,5,18,23,16,19,0.22,1.21,0.26,0.925,1
628,25-26,3,19,5,24,21,32,0.79,0.75,0.59,0.925,1
629,25-26,10,0,0,0,2,18,0,0,0,0.925,1
630,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.9
631,20-21,0.3,23,0,23,23,23,1,1,1,0.925,0.9
632,20-21,1,20,0,20,20,20,1,1,1,0.925,0.9
633,20-21,3,17,0,17,17,19,1,0.89,0.89,0.925,0.9
634,20-21,10,11,0,11,11,16,1,0.69,0.69,0.925,0.9
635,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.925,0.9
636,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.925,0.9
637,21-22,1,21,0,21,21,22,1,0.95,0.95,0.925,0.9
638,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.925,0.9
639,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.925,0.9
640,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.925,0.9
641,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.925,0.9
642,22-23,1,20,0,20,20,21,1,0.95,0.95,0.925,0.9
643,22-23,3,20,1,21,20,21,0.95,1,0.95,0.925,0.9
644,22-23,10,14,0,14,14,21,1,0.67,0.67,0.925,0.9
645,23-24,0.1,10,45,55,17,19,0.18,2.89,0.53,0.925,0.9
646,23-24,0.3,13,1,14,26,26,0.93,0.54,0.5,0.925,0.9
647,23-24,1,13,1,14,24,25,0.93,0.56,0.52,0.925,0.9
648,23-24,3,22,0,22,22,23,1,0.96,0.96,0.925,0.9
649,23-24,10,12,0,12,12,20,1,0.6,0.6,0.925,0.9
650,24-25,0.1,8,29,37,22,23,0.22,1.61,0.35,0.925,0.9
651,24-25,0.3,5,2,7,19,20,0.71,0.35,0.25,0.925,0.9
652,24-25,1,13,3,16,20,20,0.81,0.8,0.65,0.925,0.9
653,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.925,0.9
654,24-25,10,8,0,8,13,25,1,0.32,0.32,0.925,0.9
655,25-26,0.1,0,0,0,27,35,0,0,0,0.925,0.9
656,25-26,0.3,1,0,1,23,27,1,0.04,0.04,0.925,0.9
657,25-26,1,6,27,33,16,19,0.18,1.74,0.32,0.925,0.9
658,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.925,0.9
659,25-26,10,0,0,0,2,18,0,0,0,0.925,0.9
660,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.8
661,20-21,0.3,23,0,23,23,23,1,1,1,0.925,0.8
662,20-21,1,20,0,20,20,20,1,1,1,0.925,0.8
663,20-21,3,17,0,17,17,19,1,0.89,0.89,0.925,0.8
664,20-21,10,11,0,11,11,16,1,0.69,0.69,0.925,0.8
665,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.925,0.8
666,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.925,0.8
667,21-22,1,21,0,21,21,22,1,0.95,0.95,0.925,0.8
668,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.925,0.8
669,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.925,0.8
670,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.925,0.8
671,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.925,0.8
672,22-23,1,20,0,20,20,21,1,0.95,0.95,0.925,0.8
673,22-23,3,20,1,21,20,21,0.95,1,0.95,0.925,0.8
674,22-23,10,14,0,14,14,21,1,0.67,0.67,0.925,0.8
675,23-24,0.1,10,45,55,17,19,0.18,2.89,0.53,0.925,0.8
676,23-24,0.3,13,1,14,26,26,0.93,0.54,0.5,0.925,0.8
677,23-24,1,18,1,19,24,25,0.95,0.76,0.72,0.925,0.8
678,23-24,3,22,0,22,22,23,1,0.96,0.96,0.925,0.8
679,23-24,10,12,0,12,12,20,1,0.6,0.6,0.925,0.8
680,24-25,0.1,8,29,37,22,23,0.22,1.61,0.35,0.925,0.8
681,24-25,0.3,5,2,7,19,20,0.71,0.35,0.25,0.925,0.8
682,24-25,1,14,6,20,20,20,0.7,1,0.7,0.925,0.8
683,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.925,0.8
684,24-25,10,8,0,8,13,25,1,0.32,0.32,0.925,0.8
685,25-26,0.1,0,0,0,27,35,0,0,0,0.925,0.8
686,25-26,0.3,1,0,1,23,27,1,0.04,0.04,0.925,0.8
687,25-26,1,6,37,43,16,19,0.14,2.26,0.32,0.925,0.8
688,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.925,0.8
689,25-26,10,0,0,0,2,18,0,0,0,0.925,0.8
690,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.7
691,20-21,0.3,23,0,23,23,23,1,1,1,0.925,0.7
692,20-21,1,20,0,20,20,20,1,1,1,0.925,0.7
693,20-21,3,17,0,17,17,19,1,0.89,0.89,0.925,0.7
694,20-21,10,11,0,11,11,16,1,0.69,0.69,0.925,0.7
695,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.925,0.7
696,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.925,0.7
697,21-22,1,21,0,21,21,22,1,0.95,0.95,0.925,0.7
698,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.925,0.7
699,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.925,0.7
700,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.925,0.7
701,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.925,0.7
702,22-23,1,20,0,20,20,21,1,0.95,0.95,0.925,0.7
703,22-23,3,20,1,21,20,21,0.95,1,0.95,0.925,0.7
704,22-23,10,14,0,14,14,21,1,0.67,0.67,0.925,0.7
705,23-24,0.1,10,45,55,17,19,0.18,2.89,0.53,0.925,0.7
706,23-24,0.3,13,1,14,26,26,0.93,0.54,0.5,0.925,0.7
707,23-24,1,21,1,22,24,25,0.95,0.88,0.84,0.925,0.7
708,23-24,3,22,0,22,22,23,1,0.96,0.96,0.925,0.7
709,23-24,10,12,0,12,12,20,1,0.6,0.6,0.925,0.7
710,24-25,0.1,8,29,37,22,23,0.22,1.61,0.35,0.925,0.7
711,24-25,0.3,5,2,7,19,20,0.71,0.35,0.25,0.925,0.7
712,24-25,1,15,6,21,20,20,0.71,1.05,0.75,0.925,0.7
713,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.925,0.7
714,24-25,10,8,0,8,13,25,1,0.32,0.32,0.925,0.7
715,25-26,0.1,0,0,0,27,35,0,0,0,0.925,0.7
716,25-26,0.3,2,0,2,23,27,1,0.07,0.07,0.925,0.7
717,25-26,1,8,49,57,16,19,0.14,3,0.42,0.925,0.7
718,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.925,0.7
719,25-26,10,0,0,0,2,18,0,0,0,0.925,0.7
720,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.6
721,20-21,0.3,23,0,23,23,23,1,1,1,0.925,0.6
722,20-21,1,20,0,20,20,20,1,1,1,0.925,0.6
723,20-21,3,17,0,17,17,19,1,0.89,0.89,0.925,0.6
724,20-21,10,11,0,11,11,16,1,0.69,0.69,0.925,0.6
725,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.925,0.6
726,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.925,0.6
727,21-22,1,21,0,21,21,22,1,0.95,0.95,0.925,0.6
728,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.925,0.6
729,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.925,0.6
730,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.925,0.6
731,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.925,0.6
732,22-23,1,20,0,20,20,21,1,0.95,0.95,0.925,0.6
733,22-23,3,20,1,21,20,21,0.95,1,0.95,0.925,0.6
734,22-23,10,14,0,14,14,21,1,0.67,0.67,0.925,0.6
735,23-24,0.1,10,45,55,17,19,0.18,2.89,0.53,0.925,0.6
736,23-24,0.3,13,1,14,26,26,0.93,0.54,0.5,0.925,0.6
737,23-24,1,21,1,22,24,25,0.95,0.88,0.84,0.925,0.6
738,23-24,3,22,0,22,22,23,1,0.96,0.96,0.925,0.6
739,23-24,10,12,0,12,12,20,1,0.6,0.6,0.925,0.6
740,24-25,0.1,8,29,37,22,23,0.22,1.61,0.35,0.925,0.6
741,24-25,0.3,5,2,7,19,20,0.71,0.35,0.25,0.925,0.6
742,24-25,1,18,10,28,20,20,0.64,1.4,0.9,0.925,0.6
743,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.925,0.6
744,24-25,10,8,0,8,13,25,1,0.32,0.32,0.925,0.6
745,25-26,0.1,0,0,0,27,35,0,0,0,0.925,0.6
746,25-26,0.3,2,0,2,23,27,1,0.07,0.07,0.925,0.6
747,25-26,1,9,67,76,16,19,0.12,4,0.47,0.925,0.6
748,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.925,0.6
749,25-26,10,0,0,0,2,18,0,0,0,0.925,0.6
750,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.5
751,20-21,0.3,23,0,23,23,23,1,1,1,0.925,0.5
752,20-21,1,20,1,21,20,20,0.95,1.05,1,0.925,0.5
