,ABMAG,DEC,DITHER,IDX,RA,SOURCE,THETA,VEL
210,23.817199963,-21.6155874624,3,210,8.30055612937,52,49.674978993,0.0288828951553
214,20.1674467332,-21.4818740749,3,214,7.96558364756,53,35.5511589138,0.0531630402402
218,21.8010203589,-21.328471638,3,218,8.08220000442,54,88.4012779169,28.9819574858
222,21.325115125,-21.6685458123,3,222,8.36213771805,55,54.6431985304,0.0720472592635
226,20.33011996,-21.6896354217,3,226,8.38381654694,56,333.358012616,0.0241361600453
230,23.1394764247,-21.3148151483,3,230,8.11811037979,57,244.837805618,0.557992519966
234,22.4982179438,-21.5499561328,3,234,8.30306669464,58,85.5572118767,0.385470243745
238,20.289312499,-21.3496830288,3,238,8.01511316015,59,204.79869092,3.58023543351
242,23.4344270932,-21.3327548716,3,242,8.18844707197,60,200.387538516,1.4424341156
246,24.8210999041,-21.2334351757,3,246,8.3416446793,61,26.1853959184,1.44389790376
250,20.6816103172,-21.4998407509,3,250,8.15728211406,62,302.29506375,0.0332788613448
254,21.6627032866,-21.520707397,3,254,8.18499185596,63,145.915017371,0.744124947157
258,23.8500685501,-21.2967129499,3,258,7.9096437232,64,52.1535560567,0.0262096944709
262,22.9564238326,-21.317748849,3,262,8.06859306021,65,68.73122112,0.0340477404126
266,23.039336454,-21.3736888153,3,266,7.9297417533,66,176.630449343,0.367557617957
270,22.7686415604,-21.2945699729,3,270,8.04271700414,67,256.32877473,0.31041062503
274,25.3684584436,-21.3789519149,3,274,8.05598487233,68,354.577844772,3.55657535755
278,23.6346661588,-21.2212802269,3,278,8.27691739542,69,314.923140625,0.0180225898967
282,23.620133619,-21.5330626902,3,282,7.90996314888,70,179.655006204,0.0931906056373
286,22.6632311371,-21.330869565,3,286,8.10475128431,71,38.4407978377,0.0375618087301
294,25.3306851634,-21.532681024,3,294,8.20812500731,73,131.369745919,1.03306225606
298,21.2510029308,-21.3938937684,3,298,8.06321657978,74,81.5716356838,1.66156448441
302,25.6674887729,-21.5171719554,3,302,7.91155549367,75,314.075470444,0.0554872658822
306,20.4408202637,-21.4691920728,3,306,8.32999032733,76,49.0890066333,0.283118414041
314,20.1869064251,-21.6903302561,3,314,8.3290454861,78,214.343728327,0.0194465128638
318,23.9915445952,-21.3202416327,3,318,8.09859831438,79,203.012139268,0.961408703849
322,23.8243129708,-21.4736232255,3,322,8.19279942141,80,345.216503514,0.0623136619913
326,25.1747909738,-21.3885823154,3,326,8.14673106381,81,163.16615996,0.0133117933804
330,25.649826274,-21.327135208,3,330,8.19166711925,82,46.4249068483,22.5831882158
334,22.6737623205,-21.4906714881,3,334,8.02110804357,83,273.804363636,0.0181803268606
338,24.0197457946,-21.5156070108,3,338,8.04061885571,84,72.5882670411,3.46711599558
342,25.5459841978,-21.61539738,3,342,7.90274433028,85,63.2627507567,0.559377753749
346,23.7165408006,-21.30306237,3,346,8.04152785937,86,157.362484554,0.0209903220564
354,21.9168578656,-21.3329051759,3,354,8.16884500773,88,348.211119082,0.323465899441
358,21.74874011,-21.2622415507,3,358,8.17284196366,89,51.4893877515,0.804487861587
366,22.4357500578,-21.3564195546,3,366,8.0339294473,91,240.986210393,28.8343760381
370,25.6793349342,-21.603266038,3,370,7.92239984464,92,39.3497669086,2.00890894126
374,25.143143353,-21.3161680437,3,374,8.37943514689,93,31.7712744105,0.170354612112
378,24.1335659962,-21.5329709821,3,378,8.05991202949,94,347.92633486,0.336513264474
382,20.0197278125,-21.4801955976,3,382,8.13782538063,95,69.9470946767,4.97236198687
386,25.4006209979,-21.540431496,3,386,8.37877627207,96,29.4840216066,1.53473540943
390,25.5191892258,-21.4158513245,3,390,8.1103864423,97,96.9784903008,0.0219142350069
394,20.0354561352,-21.3709173396,3,394,8.04894527764,98,234.046986485,1.84350253338
398,23.8575568906,-21.4134144015,3,398,8.1459547653,99,196.839808324,23.3343286473
402,22.3113018815,-21.5409175218,3,402,8.17906434753,100,250.820943787,0.0666669706206
410,23.664842333,-21.2775273635,3,410,7.9240480436,102,99.9797507033,0.019383713181
414,23.5977151304,-21.5476346475,3,414,8.12239786487,103,84.1055262653,7.3044243005
418,21.8737039811,-21.4809044507,3,418,8.28098469951,104,304.441939612,0.101534527254
422,20.4192420486,-21.6542862282,3,422,8.24930246414,105,80.7164894249,0.0371741646432
426,24.8044054053,-21.5495164597,3,426,8.1830085486,106,248.006267841,0.0369181857676
430,25.4686043008,-21.6571391636,3,430,7.90855652292,107,55.2580693122,0.092579208646
434,21.1680477743,-21.5281415568,3,434,8.06532873273,108,73.295329016,0.0105817439457
438,21.2636458331,-21.3450574513,3,438,8.17224106867,109,24.3356016973,4.01341438734
442,22.2646446942,-21.2146593413,3,442,8.03985962537,110,269.814850357,9.30717576391
450,25.3110661666,-21.5653342663,3,450,8.22674755661,112,44.73385569,0.112355540901
454,21.2129260602,-21.3715679559,3,454,7.96960926021,113,80.9306186072,0.44525495091
458,22.5140889649,-21.3858500172,3,458,7.91511692607,114,100.605439314,3.75116915401
462,23.88775504,-21.287105747,3,462,8.05922374156,115,12.1758231758,1.82955098398
466,23.0698577168,-21.4331379666,3,466,7.9440314705,116,91.5837066149,0.0852195566715
470,22.0029949131,-21.2444739543,3,470,7.97943195287,117,240.787694312,0.225706176742
474,24.6708406032,-21.4947240718,3,474,8.33306805514,118,273.570869023,14.0485758619
486,22.4155348874,-21.2387797044,3,486,8.26625592947,121,328.412190355,0.0521500294024
490,24.7210667915,-21.3386043349,3,490,7.94134702279,122,194.979826181,12.2684794407
494,21.5228491636,-21.4530092766,3,494,8.26226784823,123,134.620232247,0.272286216656
498,20.656912528,-21.4512510714,3,498,8.12490169487,124,4.75222520336,0.051417332225
502,25.5840560863,-21.3756638435,3,502,8.18914140906,125,298.554370028,0.16081347306
506,20.7583237026,-21.476158179,3,506,7.96382954436,126,293.962149977,0.271184980149
510,23.6300323422,-21.4243216774,3,510,7.98267240433,127,28.6992423922,4.22878706062
514,21.7407316195,-21.2144078814,3,514,8.21253848482,128,61.8031071638,0.0290234732719
522,23.956855723,-21.2796717793,3,522,8.01427226822,130,203.09770039,0.20923728785
526,20.4063569698,-21.636410782,3,526,8.16115710525,131,125.921596896,0.455158485468
530,22.1326575488,-21.4217354914,3,530,8.00338973988,132,52.201066628,0.0283504649965
534,22.0083444649,-21.5167773369,3,534,8.08071848122,133,35.4668673301,0.0884022427581
538,21.0650382033,-21.245369858,3,538,8.34792543272,134,201.665310594,19.444344862
542,20.0480200387,-21.5432367228,3,542,8.35265887977,135,255.623720423,0.446058360838
546,20.0626304126,-21.2346188566,3,546,8.17338066292,136,342.313571745,0.0338848705486
550,23.5847528278,-21.5809737729,3,550,8.15673364472,137,269.298479565,0.831538174498
558,21.8940094216,-21.2215980975,3,558,8.3790338384,139,273.051830015,8.95712019902
562,25.8117099738,-21.4022330778,3,562,8.17656369073,140,25.5864644865,0.309161758414
566,25.2414953074,-21.2365501149,3,566,8.28314791619,141,223.864332822,21.4478865162
570,25.476703965,-21.4305831715,3,570,8.17077713214,142,259.457051024,0.0479114427912
578,21.9008474041,-21.343491632,3,578,8.18206311573,144,142.287054575,0.249110342643
582,21.4506814143,-21.4391992831,3,582,8.24443361556,145,58.0819764439,0.0932133984737
586,22.9457298189,-21.4470438422,3,586,7.96423041525,146,99.389910592,1.26035365327
590,23.2636604574,-21.631754438,3,590,8.10422586105,147,81.5411963927,0.0189247719303
598,24.4544618791,-21.2351380927,3,598,7.94236138451,149,49.0440172039,0.44504689672
602,23.8623980946,-21.2225709671,3,602,8.10958337024,150,249.930020735,3.61813464619
606,23.9560601043,-21.2170285167,3,606,7.97311856893,151,19.0318327141,0.10480527662
614,24.4795027388,-21.6770566182,3,614,8.29952184527,153,64.7021263076,0.0518595480366
618,23.8486855737,-21.4232292137,3,618,7.93046909786,154,182.408886201,25.9841294678
622,21.7893861754,-21.3317802146,3,622,8.29002132193,155,101.346781273,0.375725460905
630,25.9317671911,-21.6735991797,3,630,8.1823690135,157,181.630408671,13.0578346632
642,23.6819207263,-21.6727485406,3,642,8.03814805355,160,303.989132336,1.98725029988
646,23.7103562764,-21.2747945347,3,646,7.90634559117,161,141.191476829,17.6834241164
650,20.0801205331,-21.204490213,3,650,7.90587872068,162,61.0424923172,6.27296141729
654,23.446596769,-21.5761749788,3,654,8.11657741824,163,288.424464631,0.44648632226
658,24.6660767125,-21.6729916559,3,658,8.26250987465,164,327.646306822,0.521797314162
662,25.6992924628,-21.2101653208,3,662,8.16865424506,165,298.647891751,0.0772750733584
666,24.2178930386,-21.3166147538,3,666,8.08250557913,166,257.058333372,1.29518214771
670,20.6972344007,-21.4728993869,3,670,7.97403877641,167,35.7723554358,0.0165956489106
678,22.5136320843,-21.2422502265,3,678,8.18952265778,169,208.07256462,0.0208010102898
682,23.7921892803,-21.5221518081,3,682,8.28144975319,170,324.09916263,0.645595291858
686,20.5728215208,-21.673492287,3,686,8.31405985325,171,202.885261873,1.19704336984
690,22.3418552565,-21.3929617895,3,690,8.19243789875,172,3.54435868789,4.85923303273
694,21.9318055252,-21.5437318997,3,694,8.28064848744,173,357.926170607,0.66969675443
702,25.8150942777,-21.2261500183,3,702,7.90053547178,175,249.349052787,0.756695595079
706,24.4605078094,-21.5196972839,3,706,8.26522482595,176,120.343770857,0.0838421353018
710,23.1061357702,-21.5764816447,3,710,7.97803010848,177,64.8733527393,0.120589619099
718,25.6962894223,-21.2842015664,3,718,8.14654382201,179,240.92906783,0.204334724637
726,25.295424202,-21.2239437931,3,726,8.31215651432,181,220.915632203,0.272657237481
730,20.3062316002,-21.3483623137,3,730,7.98076023437,182,336.815778701,20.6582771185
734,24.6496412926,-21.244032957,3,734,7.89737859796,183,73.0457614398,1.18775067901
738,20.6353709145,-21.2927259024,3,738,8.31443946155,184,43.0596526161,0.445096932452
742,25.4323751998,-21.601436476,3,742,8.25735552848,185,141.188638649,28.9382726721
746,23.5273189083,-21.6120583458,3,746,8.11834510322,186,250.034121591,0.0607745136267
750,25.9285385462,-21.2193288542,3,750,8.09851232545,187,340.188131928,0.379954990152
754,22.5719681391,-21.554432154,3,754,7.94839432434,188,58.8176979857,0.32341332935
758,23.7790998737,-21.3044934326,3,758,8.05858670128,189,165.136790061,4.41114204032
766,21.5589049266,-21.5500365864,3,766,8.24803810396,191,73.6560266385,2.46862301614
770,23.8334784156,-21.3632103023,3,770,7.92852557107,192,111.0009708,0.270702359119
774,24.960799851,-21.5757998165,3,774,7.99297797513,193,286.419445348,0.0570172454342
778,23.1278315499,-21.324063263,3,778,8.17689289216,194,33.4245714864,0.0324095860784
782,22.5469108333,-21.2603819178,3,782,8.03692500589,195,312.846904131,0.0768492677947
786,23.1860182268,-21.5398501265,3,786,8.21788447535,196,300.137537191,0.238038893976
790,25.675868736,-21.5506488401,3,790,8.29178290457,197,245.445679155,0.0172976892954
794,25.9956419729,-21.6851091689,3,794,8.06530341412,198,106.493132698,6.05081633546
798,24.0255415331,-21.4886673667,3,798,7.93672172828,199,59.8031267966,0.0173371006144
802,24.7374568223,-21.6672778692,3,802,8.29666012001,200,330.818864618,0.0134797280332
810,20.8493504729,-21.3560302045,3,810,8.08669922316,202,170.808505592,0.059278244064
814,20.1577221193,-21.4158357749,3,814,8.32223021327,203,129.682591117,0.0832225146471
822,23.6995284442,-21.4001826749,3,822,8.01868925296,205,348.449673347,0.218543763454
826,20.5952281957,-21.2482665414,3,826,8.304781924,206,78.8225322697,2.36528725341
830,23.1314160521,-21.4344890665,3,830,8.25819042892,207,256.240946298,0.0219772011589
834,23.0445918889,-21.2696195294,3,834,8.14413293315,208,316.467177731,2.59712280878
838,21.7141581555,-21.5240174196,3,838,8.21216151026,209,240.805365515,0.0208662101853
842,21.4906309356,-21.6280991105,3,842,7.9978488354,210,51.6673974127,11.4640857779
850,23.5029384019,-21.3032009008,3,850,8.3730079239,212,77.5845709746,0.916590045424
854,20.9235116441,-21.5851722595,3,854,8.04855049293,213,344.142011048,0.292660786769
858,24.2703655262,-21.3131866006,3,858,8.32372599406,214,29.8288836434,6.19950108878
862,25.1525144327,-21.2486018283,3,862,8.04512532527,215,230.770830474,0.148003325145
866,24.1186482248,-21.4278221145,3,866,7.90261379838,216,220.840648346,0.136046021615
874,22.3821962412,-21.3871910557,3,874,7.98293894559,218,59.4695147939,6.97330941174
878,23.0780961513,-21.5102474595,3,878,7.92451662158,219,90.7146558754,0.0223498390293
882,22.0652253248,-21.2457797994,3,882,8.01873724538,220,262.950239722,0.0215170884752
890,24.116700409,-21.5843108587,3,890,8.12181651517,222,333.288753362,18.3327262712
902,24.7298527396,-21.6061221295,3,902,8.0917353759,225,275.220999791,0.0283574441014
906,24.6550936757,-21.5127914564,3,906,7.90220383587,226,107.032399043,0.241413396836
910,20.2503557037,-21.3657509312,3,910,8.31838287234,227,101.28885921,0.944516841251
914,23.8729122173,-21.466088201,3,914,8.02729541052,228,276.264541843,7.68099953984
918,20.769158615,-21.670190291,3,918,8.24453157214,229,246.883535644,0.308828010406
922,23.2859150177,-21.4914696263,3,922,8.06775807095,230,98.3138256424,5.01708649596
926,21.7491406799,-21.4920588338,3,926,8.28717650603,231,58.8719083796,0.240732181197
934,20.5841142317,-21.6880756928,3,934,8.15900782887,233,176.177361822,0.374198852869
938,25.3850714682,-21.5630137917,3,938,8.16954900377,234,299.910479499,0.0652521511993
942,22.0519348759,-21.2247740483,3,942,7.95124491652,235,116.372403534,0.128434726628
950,22.7454976905,-21.2296422946,3,950,8.10437513447,237,65.3908968543,0.0199896850308
954,20.5066268484,-21.3203042866,3,954,8.14548300723,238,115.826188261,1.57703581862
958,24.4413595595,-21.4830091738,3,958,8.33587942258,239,250.312939063,0.0313072227943
962,22.1824269127,-21.2312489374,3,962,8.04000045956,240,180.562597667,0.593783162283
970,20.6385479813,-21.4033939748,3,970,8.28663763508,242,298.13781489,0.0122313337142
978,23.1154928286,-21.479611742,3,978,7.98249471691,244,10.4738747255,0.350967875682
982,20.6757336743,-21.575115625,3,982,8.30988562369,245,231.544904021,2.16756635775
986,22.9035535368,-21.5347682558,3,986,8.17464435385,246,312.908012351,0.071984087806
990,25.588930262,-21.381796429,3,990,7.92240761348,247,306.193484247,22.8485594958
998,21.0823519072,-21.5266346322,3,998,8.00458174691,249,54.5331290493,1.86007448352
1006,23.9644127719,-21.5341448058,3,1006,8.07331148365,251,101.491820004,19.9504241515
1010,23.6806106872,-21.2853899644,3,1010,8.29123238673,252,114.276676829,2.14298258291
1014,20.7432929296,-21.4271035829,3,1014,8.20378758167,253,29.3968570935,0.0432597925573
1018,22.1092492806,-21.6905750591,3,1018,8.30039350312,254,131.820671829,1.8237293375
1022,22.8385988097,-21.3298816287,3,1022,8.03510026796,255,325.430538945,6.69649005911
1026,22.2703118037,-21.4478845328,3,1026,8.02845807909,256,44.1797674465,8.37444651938
1030,21.3315419973,-21.3106247546,3,1030,8.19054066805,257,281.655640555,0.412687374232
1034,21.3612817371,-21.4525869431,3,1034,8.35960873051,258,20.4670280155,2.12550131343
1038,20.8569688697,-21.5434909086,3,1038,8.2462454163,259,22.7704970695,15.9517888314
1050,21.9186678444,-21.557123797,3,1050,8.12015456548,262,78.0303339627,21.6386750037
1054,22.3499577239,-21.4594641515,3,1054,8.38195198513,263,341.306262586,27.1766407674
1058,20.2276473167,-21.2691551032,3,1058,8.2335643459,264,15.5075861141,19.2600313443
1062,20.9300677214,-21.6448781404,3,1062,7.9895603874,265,319.741556399,21.7691100667
1066,21.0238940373,-21.5306612131,3,1066,7.91335709263,266,203.51562836,0.0773294679197
1074,21.4351912463,-21.3608147994,3,1074,8.31923369943,268,173.453359047,0.517631590568
1078,24.4830205234,-21.6473207235,3,1078,8.30395085818,269,90.5083489174,0.465761928582
1082,22.0849651079,-21.3223796093,3,1082,8.37196464663,270,303.877501157,0.146146516711
1086,23.9672802092,-21.4214803618,3,1086,8.18943022478,271,122.744180783,0.397856735503
1090,23.927323999,-21.4415242669,3,1090,8.35544595124,272,262.928574596,0.550486536263
1094,21.3978556574,-21.5095656319,3,1094,7.96338738533,273,343.844546985,0.0175591980296
1098,22.52584862,-21.5426909636,3,1098,7.94700469054,274,329.377415344,0.161468951217
1106,23.6320717175,-21.2030782374,3,1106,8.2732820862,276,86.5472242769,0.190217133027
1110,23.6520830392,-21.6137247162,3,1110,8.05092478188,277,284.872234217,7.80557024916
1114,20.2369005307,-21.5942145824,3,1114,8.20913594071,278,16.3917524357,0.698918860149
1118,25.4326157286,-21.3664884957,3,1118,7.89461817666,279,323.988754089,0.0533881602141
1122,25.3343382854,-21.3177249061,3,1122,8.1617180112,280,203.656196526,0.0896977883006
1126,21.0720876963,-21.2882228782,3,1126,8.06176520443,281,5.81725300791,16.4390104195
1130,22.3274211695,-21.5487779236,3,1130,8.33900664618,282,187.16738295,0.0314393901355
1134,25.4458075649,-21.5954484199,3,1134,8.36031716891,283,177.751516153,0.206014112529
1138,22.712789301,-21.663639449,3,1138,8.0820789508,284,76.64470937,0.44194478063
1142,22.5997588207,-21.5119393615,3,1142,8.08794385798,285,222.522151668,0.883932653427
1146,24.2576736162,-21.4187149836,3,1146,8.34295454349,286,0.566337096359,24.4350329348
1150,20.9654128271,-21.2636726586,3,1150,7.91941641528,287,84.218551632,0.294090442957
1158,20.0831754887,-21.6538788942,3,1158,7.95551575174,289,71.6914509367,7.71549683639
1162,20.4445592566,-21.3695052512,3,1162,7.9336399793,290,87.7329100775,22.2291253046
1166,22.2554944582,-21.3643383487,3,1166,8.28197948699,291,157.105165568,0.0163304572564
1170,21.4961811374,-21.636221795,3,1170,8.04698366163,292,20.0311951114,28.3121910559
1178,20.8608815415,-21.6860084006,3,1178,8.32923999139,294,26.5108059035,0.0436807278697
1182,23.849933008,-21.3756370886,3,1182,8.33039732588,295,287.433270946,0.0244896834483
1186,23.2346330228,-21.5600716597,3,1186,8.19047388032,296,180.897066041,0.0182561242224
1190,24.9794850546,-21.5792573916,3,1190,8.21259599006,297,94.1555305022,1.39754623513
1194,21.6147494477,-21.3677469297,3,1194,7.91832058681,298,286.84035214,0.12677485993
1198,21.0263343298,-21.6394002119,3,1198,8.0388096338,299,55.828364029,0.68143146425
1202,23.1585965865,-21.4317989423,3,1202,8.2358922756,300,311.751979139,0.0422819539127
1206,21.4511324524,-21.6535497252,3,1206,7.98056196012,301,165.968361932,23.0733666808
1210,22.7372846736,-21.6671917229,3,1210,8.29134122258,302,202.22828686,0.994413569281
1214,20.6988920681,-21.3644037957,3,1214,8.14683361103,303,112.408655697,8.14478077272
1218,23.5988397684,-21.3041672442,3,1218,8.26864413034,304,87.5087165026,0.144638753859
1222,25.019809356,-21.4662989749,3,1222,7.97847341878,305,99.6064298253,14.2852413543
1226,25.4739914678,-21.4988771703,3,1226,7.93126898736,306,129.572442063,0.365877385214
1230,25.7037624322,-21.3492441718,3,1230,8.13099650162,307,205.190041752,0.247096034454
1238,23.0881418353,-21.5608288811,3,1238,8.23812014555,309,138.871661238,0.255550907043
1242,24.6602972715,-21.245611664,3,1242,7.99124852489,310,122.834575448,11.8259740747
1246,24.0325839565,-21.2255563707,3,1246,8.2256539144,311,226.742293092,0.266515790857
1250,20.982725244,-21.6808047544,3,1250,8.28663724649,312,312.69555856,0.0215785568555
1254,22.5653501312,-21.6985514134,3,1254,7.91088086108,313,278.150198344,0.477548395465
1262,23.4002095838,-21.4740580508,3,1262,8.37769154102,315,149.7356858,0.031587413502
1266,23.0546185381,-21.3187770778,3,1266,8.16533212993,316,77.272468408,0.0446699487562
1270,22.7226710965,-21.3787163898,3,1270,7.92284254945,317,331.879171656,2.49817004213
1274,25.9460676318,-21.4803047607,3,1274,8.06445759095,318,293.21552903,26.4225899971
1282,20.9085546754,-21.3927168398,3,1282,8.29169118683,320,75.8521173128,29.3153411761
1286,23.646048511,-21.6921297476,3,1286,7.9939011738,321,168.91256826,0.359955885889
1294,24.9717466788,-21.2589024199,3,1294,8.23964562849,323,162.459236445,1.78987694319
1298,25.5765527057,-21.3138567195,3,1298,7.91840384789,324,261.873018285,22.8761390201
1302,24.9725906489,-21.3741043639,3,1302,8.01805418173,325,260.957678775,8.99391175785
1306,20.1606022215,-21.3892360987,3,1306,8.14514408324,326,229.417119141,0.189850462926
1310,25.3416249095,-21.2916776133,3,1310,8.38761922067,327,122.112547686,0.108362061887
1314,20.9857908794,-21.5541797935,3,1314,7.96328223904,328,80.6986892453,0.854910380539
1318,22.0038336476,-21.5029357953,3,1318,8.11470083441,329,168.375874702,0.326979249731
1322,22.2638069568,-21.3846848683,3,1322,8.19072008367,330,269.539835019,0.0736290901411
1326,24.9096856048,-21.2894317192,3,1326,7.93867642932,331,66.0327271558,0.560186431996
1330,21.1883185215,-21.5392936489,3,1330,8.03444596776,332,8.69722456146,0.449881974054
1338,25.9546163179,-21.5602124502,3,1338,8.16888493555,334,46.4238675041,28.6056166949
1342,20.2681924661,-21.4804847807,3,1342,8.30916926714,335,167.222073395,0.692418002661
1350,22.4695014271,-21.3865028679,3,1350,7.98349597639,337,331.005464247,7.83494643487
1354,21.3515795223,-21.2517311885,3,1354,8.19775881276,338,74.9296909306,0.168893376533
1358,21.6236172849,-21.5288038924,3,1358,8.33337304849,339,137.071169251,0.808207335569
1370,21.4758805262,-21.4321368653,3,1370,8.14253494906,342,301.598756098,0.0582587942931
1374,23.8031102943,-21.2154495719,3,1374,8.34364895608,343,252.780977491,22.6185591632
1378,22.1626273409,-21.344975791,3,1378,8.0966635694,344,33.5767223395,0.0764120419718
1382,20.0291761266,-21.4498511038,3,1382,8.15842688222,345,284.883363234,15.268828186
1386,21.4833253876,-21.3227189735,3,1386,8.06131891374,346,142.69843654,0.0188593286153
1398,20.5394875039,-21.586213088,3,1398,8.36065221319,349,42.839456836,21.7577803442
1402,25.8484249991,-21.6615384672,3,1402,8.19637582721,350,50.761532952,0.100596005146
1406,23.9141735842,-21.4004594801,3,1406,8.31139838568,351,307.410993158,0.271591956173
1414,25.565097625,-21.4696203403,3,1414,8.3416647489,353,24.886557023,0.49242490426
1422,25.2695395333,-21.2306742001,3,1422,7.99832006958,355,155.876373122,28.4579895039
1426,22.4091518738,-21.6443647375,3,1426,7.95630108002,356,319.457140231,2.03830700217
1430,21.6736979666,-21.2187262011,3,1430,8.34108675087,357,222.483568433,20.6161938883
1438,24.5409249882,-21.5590845698,3,1438,8.18052616532,359,170.801996631,0.0159958073651
1442,23.053295481,-21.2300022395,3,1442,7.9338443697,360,1.84377225548,0.554384009585
1446,22.2516391319,-21.219361971,3,1446,7.94805593928,361,138.361771506,2.90810504448
1450,23.5865099844,-21.3495350751,3,1450,8.27549539869,362,106.684382268,0.793525014314
1454,23.8529791119,-21.2224105499,3,1454,8.25631039042,363,197.835335534,0.519014678726
1466,22.3604025896,-21.3908673687,3,1466,8.27663076724,366,53.115843319,0.235472458001
1470,25.6090302302,-21.5519313942,3,1470,7.9563497048,367,25.2076483559,3.84252102942
1474,24.3909244778,-21.4013366649,3,1474,8.15552171171,368,172.497767663,19.3893936114
1478,22.5834177907,-21.6451032909,3,1478,8.26761350659,369,44.9161679271,2.01306729859
1482,22.7571027608,-21.3040556014,3,1482,8.02625381042,370,259.590382409,0.290782591881
1486,25.9927424532,-21.378490635,3,1486,8.17338391733,371,77.6055336587,3.3090705427
1490,25.781589105,-21.6464619811,3,1490,8.12834326648,372,87.4639315703,0.0999710954342
1494,20.0391176176,-21.5903774034,3,1494,8.16806747536,373,220.413146909,1.80643636453
1498,25.0757310237,-21.5586807966,3,1498,8.11149932818,374,283.952473032,26.559013442
1502,22.1748868034,-21.4633027347,3,1502,8.23679538194,375,245.448566436,0.999028317512
